report_date,Diagnosis,diagnosis_count
2021-12-27,Arthritis,1
2021-12-27,Viral Infection,1
2021-12-27,Bronchitis,1
2021-12-28,Sciatica,3
2021-12-28,Asthma,3
2021-12-28,Viral Infection,1
2021-12-28,Gastritis,1
2021-12-28,Angina,1
2022-01-01,Viral Infection,3
2022-01-01,Vertigo,2
2022-01-01,Migraine,1
2022-01-01,Gastritis,1
2022-01-01,Bronchitis,1
2022-01-01,Arthritis,1
2022-01-01,Dermatitis,1
2022-01-01,Sciatica,1
2022-01-02,Dermatitis,2
2022-01-02,Sciatica,2
2022-01-02,Viral Infection,2
2022-01-02,Migraine,1
2022-01-02,Gastritis,1
2022-01-02,Vertigo,1
2022-01-03,Gastritis,3
2022-01-03,Dermatitis,2
2022-01-03,Asthma,2
2022-01-03,Sciatica,2
2022-01-03,Vertigo,1
2022-01-03,Arthritis,1
2022-01-03,Viral Infection,1
2022-01-03,Bronchitis,1
2022-01-04,Gastritis,4
2022-01-04,Angina,2
2022-01-04,Dermatitis,2
2022-01-04,Sciatica,1
2022-01-04,Asthma,1
2022-01-05,Angina,2
2022-01-05,Gastritis,2
2022-01-05,Bronchitis,2
2022-01-05,Arthritis,1
2022-01-05,Dermatitis,1
2022-01-05,Migraine,1
2022-01-06,Gastritis,3
2022-01-06,Dermatitis,3
2022-01-06,Sciatica,2
2022-01-06,Angina,1
2022-01-06,Bronchitis,1
2022-01-07,Angina,2
2022-01-07,Sciatica,2
2022-01-07,Vertigo,1
2022-01-07,Asthma,1
2022-01-07,Migraine,1
2022-01-07,Dermatitis,1
2022-01-08,Sciatica,1
2022-01-08,Bronchitis,1
2022-01-08,Dermatitis,1
2022-01-08,Angina,1
2022-01-09,Vertigo,2
2022-01-09,Sciatica,2
2022-01-09,Angina,2
2022-01-09,Bronchitis,1
2022-01-09,Migraine,1
2022-01-10,Migraine,2
2022-01-10,Viral Infection,2
2022-01-10,Dermatitis,1
2022-01-10,Vertigo,1
2022-01-11,Gastritis,3
2022-01-11,Vertigo,2
2022-01-11,Bronchitis,1
2022-01-11,Migraine,1
2022-01-11,Sciatica,1
2022-01-11,Arthritis,1
2022-01-11,Dermatitis,1
2022-01-12,Arthritis,2
2022-01-12,Bronchitis,2
2022-01-12,Asthma,1
2022-01-12,Vertigo,1
2022-01-12,Sciatica,1
2022-01-12,Migraine,1
2022-01-12,Angina,1
2022-01-12,Gastritis,1
2022-01-13,Sciatica,1
2022-01-13,Angina,1
2022-01-13,Gastritis,1
2022-01-14,Viral Infection,1
2022-01-14,Asthma,1
2022-01-14,Arthritis,1
2022-01-14,Vertigo,1
2022-01-14,Migraine,1
2022-01-14,Angina,1
2022-01-14,Bronchitis,1
2022-01-15,Arthritis,1
2022-01-15,Sciatica,1
2022-01-15,Migraine,1
2022-01-16,Sciatica,1
2022-01-16,Angina,1
2022-01-16,Gastritis,1
2022-01-17,Asthma,3
2022-01-17,Dermatitis,2
2022-01-17,Angina,1
2022-01-17,Gastritis,1
2022-01-17,Bronchitis,1
2022-01-18,Arthritis,2
2022-01-18,Bronchitis,2
2022-01-18,Gastritis,1
2022-01-18,Asthma,1
2022-01-18,Sciatica,1
2022-01-19,Angina,3
2022-01-19,Gastritis,3
2022-01-19,Dermatitis,2
2022-01-19,Arthritis,2
2022-01-19,Sciatica,2
2022-01-19,Vertigo,2
2022-01-19,Migraine,1
2022-01-20,Bronchitis,3
2022-01-20,Gastritis,3
2022-01-20,Sciatica,2
2022-01-20,Asthma,1
2022-01-20,Dermatitis,1
2022-01-20,Angina,1
2022-01-20,Vertigo,1
2022-01-20,Viral Infection,1
2022-01-21,Bronchitis,2
2022-01-21,Asthma,2
2022-01-21,Angina,1
2022-01-21,Vertigo,1
2022-01-21,Gastritis,1
2022-01-22,Bronchitis,2
2022-01-22,Arthritis,1
2022-01-22,Asthma,1
2022-01-23,Bronchitis,1
2022-01-23,Dermatitis,1
2022-01-23,Sciatica,1
2022-01-23,Asthma,1
2022-01-23,Gastritis,1
2022-01-24,Arthritis,4
2022-01-24,Migraine,2
2022-01-24,Dermatitis,2
2022-01-24,Bronchitis,1
2022-01-24,Sciatica,1
2022-01-24,Angina,1
2022-01-25,Arthritis,2
2022-01-25,Dermatitis,2
2022-01-25,Gastritis,2
2022-01-25,Asthma,1
2022-01-25,Viral Infection,1
2022-01-25,Angina,1
2022-01-25,Bronchitis,1
2022-01-26,Asthma,2
2022-01-26,Gastritis,2
2022-01-26,Viral Infection,1
2022-01-26,Vertigo,1
2022-01-26,Sciatica,1
2022-01-27,Asthma,2
2022-01-27,Viral Infection,1
2022-01-27,Angina,1
2022-01-27,Gastritis,1
2022-01-27,Bronchitis,1
2022-01-27,Migraine,1
2022-01-28,Dermatitis,1
2022-01-28,Gastritis,1
2022-01-28,Arthritis,1
2022-01-28,Viral Infection,1
2022-01-28,Migraine,1
2022-01-28,Asthma,1
2022-01-28,Angina,1
2022-02-01,Bronchitis,4
2022-02-01,Gastritis,2
2022-02-01,Migraine,1
2022-02-01,Vertigo,1
2022-02-02,Arthritis,3
2022-02-02,Dermatitis,1
2022-02-02,Vertigo,1
2022-02-02,Gastritis,1
2022-02-02,Angina,1
2022-02-03,Asthma,2
2022-02-03,Migraine,2
2022-02-03,Angina,2
2022-02-04,Dermatitis,2
2022-02-04,Viral Infection,2
2022-02-04,Asthma,2
2022-02-04,Bronchitis,1
2022-02-04,Angina,1
2022-02-04,Sciatica,1
2022-02-05,Bronchitis,2
2022-02-05,Angina,1
2022-02-05,Asthma,1
2022-02-05,Vertigo,1
2022-02-05,Migraine,1
2022-02-05,Arthritis,1
2022-02-06,Arthritis,3
2022-02-06,Viral Infection,2
2022-02-06,Angina,2
2022-02-06,Asthma,2
2022-02-06,Vertigo,1
2022-02-06,Migraine,1
2022-02-06,Sciatica,1
2022-02-07,Arthritis,3
2022-02-07,Dermatitis,3
2022-02-07,Bronchitis,2
2022-02-07,Angina,1
2022-02-07,Gastritis,1
2022-02-08,Viral Infection,2
2022-02-08,Angina,1
2022-02-08,Arthritis,1
2022-02-08,Vertigo,1
2022-02-09,Migraine,3
2022-02-09,Bronchitis,3
2022-02-09,Arthritis,2
2022-02-09,Gastritis,1
2022-02-09,Angina,1
2022-02-09,Dermatitis,1
2022-02-09,Viral Infection,1
2022-02-10,Sciatica,2
2022-02-10,Bronchitis,2
2022-02-10,Migraine,1
2022-02-10,Gastritis,1
2022-02-10,Angina,1
2022-02-11,Angina,3
2022-02-11,Bronchitis,3
2022-02-11,Viral Infection,2
2022-02-11,Sciatica,1
2022-02-11,Arthritis,1
2022-02-11,Migraine,1
2022-02-12,Viral Infection,3
2022-02-12,Arthritis,2
2022-02-12,Migraine,1
2022-02-12,Bronchitis,1
2022-02-13,Angina,2
2022-02-13,Vertigo,2
2022-02-13,Arthritis,1
2022-02-13,Dermatitis,1
2022-02-13,Asthma,1
2022-02-13,Bronchitis,1
2022-02-14,Viral Infection,2
2022-02-14,Sciatica,2
2022-02-14,Vertigo,1
2022-02-14,Bronchitis,1
2022-02-14,Angina,1
2022-02-14,Arthritis,1
2022-02-14,Dermatitis,1
2022-02-15,Bronchitis,4
2022-02-15,Asthma,2
2022-02-15,Angina,2
2022-02-15,Migraine,2
2022-02-15,Vertigo,1
2022-02-16,Dermatitis,2
2022-02-16,Gastritis,2
2022-02-16,Vertigo,1
2022-02-16,Arthritis,1
2022-02-16,Viral Infection,1
2022-02-16,Sciatica,1
2022-02-17,Arthritis,4
2022-02-17,Gastritis,2
2022-02-17,Dermatitis,1
2022-02-17,Bronchitis,1
2022-02-17,Sciatica,1
2022-02-17,Angina,1
2022-02-18,Gastritis,2
2022-02-18,Sciatica,2
2022-02-18,Vertigo,2
2022-02-18,Bronchitis,1
2022-02-18,Viral Infection,1
2022-02-18,Arthritis,1
2022-02-18,Dermatitis,1
2022-02-19,Gastritis,1
2022-02-19,Sciatica,1
2022-02-19,Angina,1
2022-02-19,Dermatitis,1
2022-02-20,Sciatica,2
2022-02-20,Bronchitis,1
2022-02-20,Migraine,1
2022-02-20,Asthma,1
2022-02-21,Asthma,3
2022-02-21,Migraine,2
2022-02-21,Viral Infection,1
2022-02-21,Sciatica,1
2022-02-21,Angina,1
2022-02-22,Migraine,3
2022-02-22,Arthritis,3
2022-02-22,Sciatica,2
2022-02-22,Angina,2
2022-02-22,Vertigo,2
2022-02-22,Bronchitis,2
2022-02-22,Viral Infection,1
2022-02-22,Gastritis,1
2022-02-23,Viral Infection,2
2022-02-23,Arthritis,2
2022-02-23,Asthma,1
2022-02-23,Vertigo,1
2022-02-23,Bronchitis,1
2022-02-23,Migraine,1
2022-02-24,Angina,3
2022-02-24,Migraine,2
2022-02-24,Dermatitis,1
2022-02-24,Sciatica,1
2022-02-24,Bronchitis,1
2022-02-24,Vertigo,1
2022-02-25,Migraine,3
2022-02-25,Bronchitis,2
2022-02-25,Arthritis,1
2022-02-25,Sciatica,1
2022-02-25,Dermatitis,1
2022-02-25,Vertigo,1
2022-02-26,Angina,3
2022-02-26,Arthritis,2
2022-02-26,Gastritis,2
2022-02-26,Migraine,2
2022-02-26,Vertigo,2
2022-02-26,Asthma,1
2022-02-26,Bronchitis,1
2022-02-26,Dermatitis,1
2022-02-27,Arthritis,3
2022-02-27,Vertigo,2
2022-02-27,Angina,1
2022-02-27,Migraine,1
2022-02-27,Asthma,1
2022-02-27,Gastritis,1
2022-02-28,Viral Infection,2
2022-02-28,Gastritis,2
2022-02-28,Sciatica,2
2022-02-28,Angina,1
2022-02-28,Dermatitis,1
2022-03-01,Vertigo,2
2022-03-01,Migraine,2
2022-03-01,Gastritis,2
2022-03-01,Asthma,2
2022-03-01,Angina,1
2022-03-01,Arthritis,1
2022-03-02,Arthritis,3
2022-03-02,Sciatica,3
2022-03-02,Migraine,2
2022-03-02,Vertigo,1
2022-03-02,Angina,1
2022-03-03,Viral Infection,4
2022-03-03,Migraine,4
2022-03-03,Sciatica,1
2022-03-03,Vertigo,1
2022-03-03,Bronchitis,1
2022-03-04,Sciatica,3
2022-03-04,Migraine,2
2022-03-04,Bronchitis,2
2022-03-04,Angina,2
2022-03-04,Dermatitis,1
2022-03-04,Arthritis,1
2022-03-05,Asthma,5
2022-03-05,Gastritis,3
2022-03-05,Vertigo,2
2022-03-05,Angina,2
2022-03-05,Migraine,1
2022-03-05,Viral Infection,1
2022-03-05,Dermatitis,1
2022-03-05,Arthritis,1
2022-03-06,Angina,3
2022-03-06,Gastritis,2
2022-03-06,Bronchitis,2
2022-03-06,Sciatica,1
2022-03-06,Migraine,1
2022-03-06,Vertigo,1
2022-03-06,Dermatitis,1
2022-03-06,Arthritis,1
2022-03-07,Viral Infection,2
2022-03-07,Migraine,1
2022-03-07,Dermatitis,1
2022-03-07,Angina,1
2022-03-07,Arthritis,1
2022-03-07,Bronchitis,1
2022-03-07,Sciatica,1
2022-03-08,Asthma,3
2022-03-08,Angina,2
2022-03-08,Vertigo,1
2022-03-08,Gastritis,1
2022-03-08,Sciatica,1
2022-03-08,Migraine,1
2022-03-09,Gastritis,2
2022-03-09,Migraine,2
2022-03-09,Bronchitis,1
2022-03-09,Viral Infection,1
2022-03-10,Dermatitis,3
2022-03-10,Arthritis,1
2022-03-10,Bronchitis,1
2022-03-10,Vertigo,1
2022-03-10,Asthma,1
2022-03-10,Migraine,1
2022-03-11,Asthma,1
2022-03-11,Arthritis,1
2022-03-11,Bronchitis,1
2022-03-11,Sciatica,1
2022-03-12,Angina,3
2022-03-12,Dermatitis,2
2022-03-12,Vertigo,1
2022-03-12,Asthma,1
2022-03-13,Gastritis,3
2022-03-13,Angina,2
2022-03-13,Asthma,2
2022-03-13,Sciatica,2
2022-03-13,Viral Infection,1
2022-03-13,Vertigo,1
2022-03-14,Migraine,1
2022-03-14,Sciatica,1
2022-03-14,Vertigo,1
2022-03-15,Arthritis,3
2022-03-15,Angina,2
2022-03-15,Asthma,2
2022-03-15,Bronchitis,2
2022-03-15,Dermatitis,1
2022-03-15,Sciatica,1
2022-03-15,Vertigo,1
2022-03-15,Gastritis,1
2022-03-16,Migraine,2
2022-03-16,Asthma,2
2022-03-16,Angina,1
2022-03-16,Dermatitis,1
2022-03-16,Bronchitis,1
2022-03-16,Gastritis,1
2022-03-17,Vertigo,2
2022-03-17,Angina,1
2022-03-17,Migraine,1
2022-03-17,Viral Infection,1
2022-03-17,Dermatitis,1
2022-03-17,Bronchitis,1
2022-03-17,Arthritis,1
2022-03-17,Gastritis,1
2022-03-18,Angina,1
2022-03-18,Migraine,1
2022-03-18,Asthma,1
2022-03-18,Vertigo,1
2022-03-18,Arthritis,1
2022-03-19,Vertigo,1
2022-03-19,Bronchitis,1
2022-03-19,Gastritis,1
2022-03-19,Angina,1
2022-03-20,Viral Infection,2
2022-03-20,Asthma,2
2022-03-20,Dermatitis,1
2022-03-20,Sciatica,1
2022-03-20,Gastritis,1
2022-03-20,Migraine,1
2022-03-20,Bronchitis,1
2022-03-21,Viral Infection,1
2022-03-21,Migraine,1
2022-03-21,Angina,1
2022-03-21,Arthritis,1
2022-03-21,Bronchitis,1
2022-03-22,Angina,2
2022-03-22,Dermatitis,1
2022-03-22,Bronchitis,1
2022-03-22,Asthma,1
2022-03-23,Arthritis,2
2022-03-23,Vertigo,2
2022-03-23,Bronchitis,2
2022-03-23,Migraine,1
2022-03-23,Sciatica,1
2022-03-23,Angina,1
2022-03-23,Dermatitis,1
2022-03-23,Asthma,1
2022-03-24,Viral Infection,3
2022-03-24,Sciatica,2
2022-03-24,Asthma,2
2022-03-24,Migraine,1
2022-03-24,Dermatitis,1
2022-03-24,Angina,1
2022-03-25,Migraine,4
2022-03-25,Asthma,1
2022-03-25,Dermatitis,1
2022-03-25,Vertigo,1
2022-03-25,Viral Infection,1
2022-03-26,Migraine,3
2022-03-26,Dermatitis,2
2022-03-26,Asthma,1
2022-03-26,Sciatica,1
2022-03-26,Gastritis,1
2022-03-26,Angina,1
2022-03-27,Dermatitis,3
2022-03-27,Sciatica,1
2022-03-27,Migraine,1
2022-03-27,Viral Infection,1
2022-03-27,Gastritis,1
2022-03-27,Angina,1
2022-03-28,Viral Infection,2
2022-03-28,Vertigo,1
2022-03-28,Arthritis,1
2022-03-28,Bronchitis,1
2022-04-01,Dermatitis,3
2022-04-01,Viral Infection,2
2022-04-01,Angina,2
2022-04-01,Asthma,1
2022-04-01,Sciatica,1
2022-04-01,Bronchitis,1
2022-04-02,Migraine,2
2022-04-02,Angina,2
2022-04-02,Sciatica,1
2022-04-02,Gastritis,1
2022-04-02,Dermatitis,1
2022-04-02,Vertigo,1
2022-04-03,Bronchitis,3
2022-04-03,Dermatitis,2
2022-04-03,Angina,2
2022-04-03,Arthritis,1
2022-04-03,Viral Infection,1
2022-04-04,Dermatitis,2
2022-04-04,Asthma,2
2022-04-04,Arthritis,1
2022-04-04,Vertigo,1
2022-04-04,Gastritis,1
2022-04-05,Sciatica,3
2022-04-05,Bronchitis,1
2022-04-05,Migraine,1
2022-04-05,Viral Infection,1
2022-04-05,Vertigo,1
2022-04-06,Dermatitis,2
2022-04-06,Viral Infection,2
2022-04-06,Gastritis,1
2022-04-06,Sciatica,1
2022-04-06,Bronchitis,1
2022-04-06,Arthritis,1
2022-04-06,Angina,1
2022-04-07,Arthritis,2
2022-04-07,Dermatitis,2
2022-04-07,Asthma,2
2022-04-07,Migraine,1
2022-04-07,Vertigo,1
2022-04-07,Viral Infection,1
2022-04-07,Angina,1
2022-04-08,Migraine,2
2022-04-08,Sciatica,2
2022-04-08,Arthritis,1
2022-04-08,Gastritis,1
2022-04-08,Asthma,1
2022-04-08,Bronchitis,1
2022-04-09,Viral Infection,3
2022-04-09,Sciatica,2
2022-04-09,Angina,1
2022-04-09,Vertigo,1
2022-04-09,Dermatitis,1
2022-04-09,Gastritis,1
2022-04-09,Bronchitis,1
2022-04-09,Migraine,1
2022-04-10,Arthritis,3
2022-04-10,Vertigo,2
2022-04-10,Asthma,1
2022-04-10,Bronchitis,1
2022-04-10,Gastritis,1
2022-04-10,Migraine,1
2022-04-11,Angina,2
2022-04-11,Asthma,2
2022-04-11,Vertigo,1
2022-04-11,Sciatica,1
2022-04-11,Gastritis,1
2022-04-12,Viral Infection,2
2022-04-12,Vertigo,1
2022-04-12,Dermatitis,1
2022-04-12,Sciatica,1
2022-04-12,Gastritis,1
2022-04-13,Sciatica,2
2022-04-13,Arthritis,1
2022-04-13,Bronchitis,1
2022-04-13,Angina,1
2022-04-14,Bronchitis,2
2022-04-14,Sciatica,1
2022-04-14,Arthritis,1
2022-04-14,Migraine,1
2022-04-14,Gastritis,1
2022-04-14,Angina,1
2022-04-14,Viral Infection,1
2022-04-15,Gastritis,3
2022-04-15,Asthma,2
2022-04-15,Dermatitis,2
2022-04-15,Sciatica,2
2022-04-15,Arthritis,1
2022-04-16,Viral Infection,2
2022-04-16,Bronchitis,2
2022-04-16,Arthritis,2
2022-04-16,Vertigo,1
2022-04-16,Asthma,1
2022-04-17,Viral Infection,1
2022-04-17,Angina,1
2022-04-17,Bronchitis,1
2022-04-17,Asthma,1
2022-04-17,Gastritis,1
2022-04-17,Arthritis,1
2022-04-18,Bronchitis,2
2022-04-18,Migraine,2
2022-04-18,Viral Infection,1
2022-04-18,Angina,1
2022-04-18,Asthma,1
2022-04-18,Gastritis,1
2022-04-18,Sciatica,1
2022-04-19,Vertigo,2
2022-04-19,Angina,2
2022-04-19,Asthma,2
2022-04-19,Viral Infection,1
2022-04-19,Bronchitis,1
2022-04-19,Gastritis,1
2022-04-19,Sciatica,1
2022-04-19,Arthritis,1
2022-04-20,Viral Infection,2
2022-04-20,Dermatitis,2
2022-04-20,Arthritis,1
2022-04-20,Migraine,1
2022-04-20,Gastritis,1
2022-04-20,Vertigo,1
2022-04-20,Sciatica,1
2022-04-21,Sciatica,2
2022-04-21,Arthritis,1
2022-04-21,Dermatitis,1
2022-04-21,Angina,1
2022-04-21,Asthma,1
2022-04-22,Migraine,3
2022-04-22,Dermatitis,3
2022-04-22,Arthritis,2
2022-04-22,Gastritis,2
2022-04-22,Vertigo,2
2022-04-22,Bronchitis,2
2022-04-22,Angina,1
2022-04-22,Sciatica,1
2022-04-23,Migraine,2
2022-04-23,Asthma,2
2022-04-23,Arthritis,1
2022-04-23,Angina,1
2022-04-23,Dermatitis,1
2022-04-23,Gastritis,1
2022-04-24,Asthma,2
2022-04-24,Gastritis,2
2022-04-24,Angina,1
2022-04-24,Bronchitis,1
2022-04-24,Sciatica,1
2022-04-24,Vertigo,1
2022-04-24,Viral Infection,1
2022-04-24,Migraine,1
2022-04-25,Bronchitis,3
2022-04-25,Gastritis,2
2022-04-25,Sciatica,2
2022-04-25,Vertigo,2
2022-04-25,Asthma,2
2022-04-26,Bronchitis,2
2022-04-26,Angina,2
2022-04-26,Vertigo,1
2022-04-26,Asthma,1
2022-04-26,Arthritis,1
2022-04-27,Gastritis,1
2022-04-27,Bronchitis,1
2022-04-27,Viral Infection,1
2022-04-27,Migraine,1
2022-04-27,Arthritis,1
2022-04-28,Gastritis,3
2022-04-28,Sciatica,3
2022-04-28,Migraine,2
2022-04-28,Dermatitis,2
2022-04-28,Asthma,1
2022-04-28,Bronchitis,1
2022-04-28,Vertigo,1
2022-04-28,Viral Infection,1
2022-04-28,Arthritis,1
2022-05-01,Sciatica,3
2022-05-01,Gastritis,3
2022-05-01,Vertigo,2
2022-05-01,Migraine,2
2022-05-01,Bronchitis,1
2022-05-01,Viral Infection,1
2022-05-02,Asthma,3
2022-05-02,Sciatica,2
2022-05-02,Gastritis,1
2022-05-02,Migraine,1
2022-05-02,Dermatitis,1
2022-05-02,Viral Infection,1
2022-05-03,Migraine,2
2022-05-03,Arthritis,1
2022-05-03,Angina,1
2022-05-04,Vertigo,3
2022-05-04,Arthritis,2
2022-05-04,Dermatitis,1
2022-05-04,Bronchitis,1
2022-05-04,Angina,1
2022-05-04,Viral Infection,1
2022-05-04,Sciatica,1
2022-05-05,Vertigo,3
2022-05-05,Arthritis,2
2022-05-05,Gastritis,2
2022-05-05,Bronchitis,1
2022-05-05,Dermatitis,1
2022-05-05,Asthma,1
2022-05-05,Migraine,1
2022-05-06,Viral Infection,3
2022-05-06,Dermatitis,2
2022-05-06,Gastritis,2
2022-05-06,Migraine,1
2022-05-06,Vertigo,1
2022-05-07,Arthritis,2
2022-05-07,Gastritis,2
2022-05-07,Asthma,1
2022-05-07,Dermatitis,1
2022-05-07,Vertigo,1
2022-05-08,Viral Infection,1
2022-05-08,Gastritis,1
2022-05-08,Migraine,1
2022-05-08,Sciatica,1
2022-05-08,Dermatitis,1
2022-05-08,Bronchitis,1
2022-05-09,Migraine,3
2022-05-09,Arthritis,2
2022-05-09,Dermatitis,2
2022-05-09,Sciatica,1
2022-05-09,Asthma,1
2022-05-10,Asthma,3
2022-05-10,Dermatitis,3
2022-05-10,Angina,2
2022-05-11,Viral Infection,1
2022-05-11,Asthma,1
2022-05-11,Angina,1
2022-05-11,Sciatica,1
2022-05-11,Vertigo,1
2022-05-11,Arthritis,1
2022-05-12,Angina,3
2022-05-12,Sciatica,3
2022-05-12,Viral Infection,1
2022-05-12,Bronchitis,1
2022-05-12,Vertigo,1
2022-05-12,Arthritis,1
2022-05-13,Gastritis,5
2022-05-13,Arthritis,4
2022-05-13,Angina,2
2022-05-13,Dermatitis,2
2022-05-13,Migraine,2
2022-05-13,Sciatica,1
2022-05-13,Viral Infection,1
2022-05-13,Bronchitis,1
2022-05-14,Bronchitis,3
2022-05-14,Gastritis,2
2022-05-14,Viral Infection,2
2022-05-14,Migraine,1
2022-05-14,Sciatica,1
2022-05-14,Angina,1
2022-05-15,Arthritis,2
2022-05-15,Viral Infection,2
2022-05-15,Asthma,2
2022-05-15,Angina,1
2022-05-16,Arthritis,2
2022-05-16,Viral Infection,1
2022-05-16,Vertigo,1
2022-05-16,Angina,1
2022-05-17,Arthritis,3
2022-05-17,Dermatitis,2
2022-05-17,Bronchitis,1
2022-05-17,Migraine,1
2022-05-18,Arthritis,4
2022-05-18,Gastritis,2
2022-05-18,Vertigo,1
2022-05-18,Bronchitis,1
2022-05-18,Sciatica,1
2022-05-18,Angina,1
2022-05-19,Arthritis,2
2022-05-19,Dermatitis,2
2022-05-19,Migraine,2
2022-05-20,Migraine,3
2022-05-20,Vertigo,2
2022-05-20,Asthma,2
2022-05-20,Angina,1
2022-05-20,Dermatitis,1
2022-05-20,Gastritis,1
2022-05-20,Arthritis,1
2022-05-21,Angina,2
2022-05-21,Arthritis,2
2022-05-21,Dermatitis,1
2022-05-21,Sciatica,1
2022-05-21,Vertigo,1
2022-05-21,Gastritis,1
2022-05-21,Bronchitis,1
2022-05-22,Angina,3
2022-05-22,Dermatitis,1
2022-05-22,Vertigo,1
2022-05-22,Arthritis,1
2022-05-22,Asthma,1
2022-05-23,Bronchitis,2
2022-05-23,Asthma,2
2022-05-23,Arthritis,2
2022-05-23,Vertigo,1
2022-05-23,Gastritis,1
2022-05-24,Arthritis,3
2022-05-24,Vertigo,2
2022-05-24,Viral Infection,2
2022-05-24,Migraine,1
2022-05-24,Bronchitis,1
2022-05-25,Bronchitis,2
2022-05-25,Vertigo,1
2022-05-25,Dermatitis,1
2022-05-25,Asthma,1
2022-05-25,Arthritis,1
2022-05-26,Sciatica,3
2022-05-26,Vertigo,1
2022-05-26,Dermatitis,1
2022-05-26,Viral Infection,1
2022-05-26,Gastritis,1
2022-05-26,Asthma,1
2022-05-27,Arthritis,4
2022-05-27,Bronchitis,3
2022-05-27,Vertigo,2
2022-05-27,Viral Infection,1
2022-05-27,Sciatica,1
2022-05-28,Angina,2
2022-05-28,Dermatitis,2
2022-05-28,Migraine,1
2022-05-28,Bronchitis,1
2022-05-28,Sciatica,1
2022-06-01,Sciatica,3
2022-06-01,Vertigo,2
2022-06-01,Angina,2
2022-06-01,Viral Infection,1
2022-06-01,Asthma,1
2022-06-02,Sciatica,2
2022-06-02,Bronchitis,2
2022-06-02,Arthritis,1
2022-06-02,Angina,1
2022-06-02,Dermatitis,1
2022-06-02,Vertigo,1
2022-06-02,Migraine,1
2022-06-02,Viral Infection,1
2022-06-03,Migraine,2
2022-06-03,Vertigo,1
2022-06-03,Asthma,1
2022-06-04,Dermatitis,3
2022-06-04,Arthritis,2
2022-06-04,Angina,2
2022-06-04,Viral Infection,2
2022-06-04,Migraine,1
2022-06-04,Gastritis,1
2022-06-04,Asthma,1
2022-06-05,Arthritis,3
2022-06-05,Vertigo,1
2022-06-05,Viral Infection,1
2022-06-05,Bronchitis,1
2022-06-06,Angina,4
2022-06-06,Viral Infection,2
2022-06-06,Arthritis,1
2022-06-06,Dermatitis,1
2022-06-07,Bronchitis,5
2022-06-07,Vertigo,3
2022-06-07,Dermatitis,2
2022-06-07,Asthma,1
2022-06-07,Gastritis,1
2022-06-08,Viral Infection,2
2022-06-08,Gastritis,2
2022-06-08,Sciatica,1
2022-06-08,Vertigo,1
2022-06-08,Asthma,1
2022-06-08,Migraine,1
2022-06-09,Arthritis,3
2022-06-09,Angina,3
2022-06-09,Asthma,2
2022-06-09,Gastritis,1
2022-06-09,Bronchitis,1
2022-06-09,Viral Infection,1
2022-06-09,Sciatica,1
2022-06-10,Dermatitis,2
2022-06-10,Arthritis,2
2022-06-10,Gastritis,1
2022-06-10,Vertigo,1
2022-06-10,Viral Infection,1
2022-06-10,Angina,1
2022-06-10,Asthma,1
2022-06-11,Gastritis,3
2022-06-11,Dermatitis,2
2022-06-11,Angina,2
2022-06-11,Bronchitis,1
2022-06-11,Sciatica,1
2022-06-11,Arthritis,1
2022-06-11,Viral Infection,1
2022-06-12,Angina,3
2022-06-12,Viral Infection,3
2022-06-12,Bronchitis,2
2022-06-12,Dermatitis,1
2022-06-12,Migraine,1
2022-06-12,Sciatica,1
2022-06-12,Gastritis,1
2022-06-12,Arthritis,1
2022-06-13,Sciatica,2
2022-06-13,Vertigo,2
2022-06-13,Dermatitis,2
2022-06-13,Gastritis,2
2022-06-13,Asthma,1
2022-06-13,Bronchitis,1
2022-06-14,Arthritis,4
2022-06-14,Viral Infection,2
2022-06-14,Sciatica,2
2022-06-14,Dermatitis,1
2022-06-14,Migraine,1
2022-06-14,Asthma,1
2022-06-15,Migraine,2
2022-06-15,Asthma,2
2022-06-15,Viral Infection,1
2022-06-15,Vertigo,1
2022-06-15,Dermatitis,1
2022-06-15,Sciatica,1
2022-06-15,Bronchitis,1
2022-06-16,Vertigo,2
2022-06-16,Arthritis,2
2022-06-16,Viral Infection,1
2022-06-16,Angina,1
2022-06-16,Sciatica,1
2022-06-16,Asthma,1
2022-06-16,Bronchitis,1
2022-06-16,Gastritis,1
2022-06-16,Dermatitis,1
2022-06-17,Sciatica,3
2022-06-17,Angina,3
2022-06-17,Vertigo,3
2022-06-17,Asthma,2
2022-06-17,Gastritis,2
2022-06-17,Viral Infection,1
2022-06-17,Arthritis,1
2022-06-17,Dermatitis,1
2022-06-18,Angina,3
2022-06-18,Migraine,3
2022-06-18,Gastritis,2
2022-06-18,Dermatitis,2
2022-06-18,Sciatica,1
2022-06-18,Vertigo,1
2022-06-18,Viral Infection,1
2022-06-19,Gastritis,3
2022-06-19,Arthritis,2
2022-06-19,Bronchitis,1
2022-06-19,Asthma,1
2022-06-19,Viral Infection,1
2022-06-19,Dermatitis,1
2022-06-20,Angina,5
2022-06-20,Vertigo,2
2022-06-20,Dermatitis,2
2022-06-20,Viral Infection,1
2022-06-21,Bronchitis,2
2022-06-21,Gastritis,2
2022-06-21,Viral Infection,2
2022-06-21,Dermatitis,1
2022-06-21,Arthritis,1
2022-06-22,Angina,3
2022-06-22,Vertigo,3
2022-06-22,Migraine,1
2022-06-22,Dermatitis,1
2022-06-22,Sciatica,1
2022-06-22,Asthma,1
